tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_singles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,tourney_doubles_draw,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id,currency,tourney_fin_commit
1968,93,,Midland NTL,6832,midland,1968-6832,"Midland, United States",1968/09/27,9,27,8,Outdoor,Hard,"$5,500",/en/scores/archive/midland/6832/1968/results,Richard Pancho Gonzales,/en/players/richard-pancho-gonzales/g077/overview,richard-pancho-gonzales,g077,,,,,,,,,,USD,5500.0
1968,94,,Johannesburg WCT,9321,johannesburg,1968-9321,"Johannesburg, South Africa",1968/10/02,10,2,16,Outdoor,Hard,"$22,400",/en/scores/archive/johannesburg/9321/1968/results,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073,,,,,,,,,,USD,22400.0
1968,95,,La Jolla,9336,la-jolla,1968-9336,"La Jolla, United States",1968/10/02,10,2,32,Outdoor,Hard,,/en/scores/archive/la-jolla/9336/1968/results,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060,,,,,,,,,,,
1968,96,,Corpus Christi NTL,6816,corpus-christi,1968-6816,"Corpus Christi, United States",1968/10/04,10,4,8,Outdoor,Hard,"$5,500",/en/scores/archive/corpus-christi/6816/1968/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,,USD,5500.0
1968,97,,Durban WCT,9322,durban,1968-9322,"Durban, South Africa",1968/10/06,10,6,16,Outdoor,Hard,"$14,000",/en/scores/archive/durban/9322/1968/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,,,,,,,,,,USD,14000.0
1968,98,,East London WCT,9323,east-london,1968-9323,"East London, South Africa",1968/10/09,10,9,16,Outdoor,Hard,"$2,800",/en/scores/archive/east-london/9323/1968/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,,,,,,,,,,USD,2800.0
1968,99,,Port Elizabeth WCT,9324,port-elizabeth,1968-9324,"Port Elizabeth, South Africa",1968/10/10,10,10,16,Outdoor,Hard,"$4,200",/en/scores/archive/port-elizabeth/9324/1968/results,Roger Taylor,/en/players/roger-taylor/t050/overview,roger-taylor,t050,,,,,,,,,,USD,4200.0
1968,100,,Cape Town WCT,9325,cape-town,1968-9325,"Cape Town, South Africa",1968/10/11,10,11,16,Outdoor,Hard,"$16,800",/en/scores/archive/cape-town/9325/1968/results,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073,,,,,,,,,,USD,16800.0
1968,101,,Kimberley WCT,9326,kimberley,1968-9326,"Kimberley, South Africa",1968/10/16,10,16,16,Outdoor,Hard,"$2,800",/en/scores/archive/kimberley/9326/1968/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,,,,,,,,,,USD,2800.0
1968,102,,Sao Paulo NTL-2,9327,sao-paulo,1968-9327,"Sao Paulo, Brazil",1968/10/21,10,21,4,Indoor,Clay,"$5,000",/en/scores/archive/sao-paulo/9327/1968/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,,USD,5000.0
1968,103,,La Paz NTL,9328,la-paz,1968-9328,"La Paz, Bolivia",1968/10/27,10,27,4,Outdoor,Clay,"$5,000",/en/scores/archive/la-paz/9328/1968/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,,USD,5000.0
1968,104,,Lima NTL,9329,lima,1968-9329,"Lima, Peru",1968/10/31,10,31,4,Outdoor,Clay,"$5,000",/en/scores/archive/lima/9329/1968/results,Fred Stolle,/en/players/fred-stolle/s129/overview,fred-stolle,s129,,,,,,,,,,USD,5000.0
1968,105,,Buenos Aires-2,303,buenos-aires,1968-303,"Buenos Aires, Argentina",1968/11/04,11,4,64,Outdoor,Clay,"$12,500",/en/scores/archive/buenos-aires/303/1968/results,Roy Emerson,/en/players/roy-emerson/e030/overview,roy-emerson,e030,16.0,,,,,,,,,USD,12500.0
1968,106,,Vienna WCT,9330,vienna,1968-9330,"Vienna, Austria",1968/11/07,11,7,4,Indoor,Hard,,/en/scores/archive/vienna/9330/1968/results,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073,,,,,,,,,,,
1968,107,,London-2,9332,london,1968-9332,"London, Great Britain",1968/11/11,11,11,32,Indoor,Hard,$500,/en/scores/archive/london/9332/1968/results,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,,,,,,,,,,USD,500.0
1968,108,,Wembley-3,430,wembley,1968-430,"Wembley, Great Britain",1968/11/15,11,15,16,Indoor,Hard,"$48,000",/en/scores/archive/wembley/430/1968/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,,,,,,,,,,USD,48000.0
1968,109,,London-3,2016,london,1968-2016,"London, Great Britain",1968/11/21,11,21,8,Indoor,Hard,$500,/en/scores/archive/london/2016/1968/results,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060,,,,,,,,,,USD,500.0
1968,110,,Adelaide,7308,adelaide,1968-7308,"Adelaide, Australia",1968/11/23,11,23,64,Outdoor,Grass,,/en/scores/archive/adelaide/7308/1968/results,Bill Bowrey,/en/players/bill-bowrey/b224/overview,bill-bowrey,b224,,,,,,,,,,,
1968,111,,New York-3,9206,new-york,1968-9206,"New York, United States",1968/11/28,11,28,8,Indoor,Carpet,"$20,000",/en/scores/archive/new-york/9206/1968/results,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073,,,,,,,,,,USD,20000.0
1968,112,,Nashville,9331,nashville,1968-9331,"Nashville, United States",1968/12/07,12,7,6,Indoor,Carpet,"$8,500",/en/scores/archive/nashville/9331/1968/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,,USD,8500.0
1968,113,,Brisbane,9341,brisbane,1968-9341,"Brisbane, Australia",1968/12/09,12,9,64,Outdoor,Grass,,/en/scores/archive/brisbane/9341/1968/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,,,,,,,,,,,
1968,114,,New Orleans-2,9278,new-orleans,1968-9278,"New Orleans, United States",1968/12/27,12,27,16,Indoor,Carpet,,/en/scores/archive/new-orleans/9278/1968/results,Cliff Richey,/en/players/cliff-richey/r071/overview,cliff-richey,r071,,,,,,,,,,,
